sampling_date,year,month,day,transect_id,distance_along_transect_m,dominant_seaweed,brown.fucus_distichus_percent_cover,red.mastocarpus_sp_percent_cover,red.petrocelis_mastocapus_crustose_percent_cover,green.ulva_fenestrata_percent_cover,red_filament_percent_cover,polyneura_latissima_percent_cover,red.chondracanthus_exasperatus_percent_cover,brown.sargassum_muticum_percent_cover,red.mazzaella_splendens_percent_cover,red.prionitis_sp_percent_cover,red.sarcodiotheca_gaudichaudii_percent_cover,crustose_coralline_percent_cover,unknown_percent_cover,melanosiphon_intestinalis_percent_cover,hildenbrandia_sp_percent_cover,petalonia_sp_percent_cover,cryptosiphonia_woodii_percent_cover,polysiphonia_sp_percent_cover,green.ulva_intestinalis_percent_cover,red.pyropia_sp_percent_cover,laminariales.sp_percent_cover,cladophora_stimpsonii_percent_cover,green.ulva_long_percent_cover,fil_brown_percent_cover,fil_green_percent_cover,rhizoclonium_tortuosum_percent_cover,scytosiphon_sp_percent_cover,laminariales.saccharina_latissima_percent_cover,hollenbergia_subulata_percent_cover,laminariales.nereocystis_luetkeana_percent_cover,brown.desmarestia_viridis_percent_cover,laminariales.alaria_marginata_percent_cover,green.ulva_linza_percent_cover
2021-09-05,2021,9,5,4,0,fucus_distichus,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,4,5,mastocarpus_sp,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,4,10,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,4,15,mastocarpus_sp,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,4,20,ulva_fenestrata,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,4,25,ulva_fenestrata,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,4,30,ulva_fenestrata,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,5,0,fucus_distichus,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,5,5,fucus_distichus,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,5,10,mastocarpus_sp,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,5,15,mastocarpus_sp,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,5,20,mastocarpus_sp,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,5,25,ulva_fenestrata,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-09-05,2021,9,5,5,30,ulva_fenestrata,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,1,0,fucus_distichus,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,1,5,fucus_distichus,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,1,10,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,1,15,fucus_distichus,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,1,20,fucus_distichus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,1,25,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,2,0,fucus_distichus,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,2,5,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,2,10,fucus_distichus,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,2,15,fucus_distichus,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,2,20,mastocarpus_sp,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,2,25,fucus_distichus,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,3,0,fucus_distichus,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,3,5,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,3,10,fucus_distichus,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,3,15,ulva_fenestrata,,1,,15,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,3,20,fucus_distichus,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,4,0,fucus_distichus,70,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,4,5,mastocarpus_sp,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,4,10,mastocarpus_sp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,4,15,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,4,20,mastocarpus_sp,10,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,5,0,fucus_distichus,40,5,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,5,5,fucus_distichus,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,5,10,mastocarpus_sp,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-10-04,2021,10,4,5,15,mastocarpus_sp,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,1,0,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,1,5,mastocarpus_sp,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,1,10,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,1,15,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,1,20,fucus_distichus,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,1,25,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,1,30,fucus_distichus,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,1,35,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,1,40,ulva_fenestrata,1,1,,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,2,0,fucus_distichus,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,2,5,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,2,10,fucus_distichus,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,2,15,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,2,20,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,2,25,fucus_distichus,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,2,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,2,35,fucus_distichus,20,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,0,fucus_distichus,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,5,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,10,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,15,fucus_distichus,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,20,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,25,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,30,red_filament,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,35,ulva_fenestrata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,40,mastocarpus_sp,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,3,45,ulva_fenestrata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,0,fucus_distichus,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,5,mastocarpus_sp,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,10,fucus_distichus,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,15,mastocarpus_sp,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,20,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,25,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,30,ulva_fenestrata,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,35,ulva_fenestrata,1,1,,10,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,40,ulva_fenestrata,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,45,ulva_fenestrata,,1,,10,1,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,50,ulva_fenestrata,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,4,55,ulva_fenestrata,,2,,5,1,1,,3,1,1,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,0,fucus_distichus,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,5,fucus_distichus,10,5,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,10,mastocarpus_sp,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,15,mastocarpus_sp,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,20,mastocarpus_sp,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,25,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,30,ulva_fenestrata,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,35,ulva_fenestrata,,,,15,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,40,ulva_fenestrata,5,1,,10,5,,,,,,2,,,,,,,,,,,,,,,,,0,,,,,
2021-11-05,2021,11,5,5,45,ulva_fenestrata,,5,,10,2,2,,,,,5,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,0,fucus_distichus,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,5,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,10,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,15,fucus_distichus,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,20,fucus_distichus,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,25,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,30,fucus_distichus,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,35,ulva_fenestrata,,1,,5,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,40,,5,5,,1,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,1,45,sargassum_muticum,,,,1,,5,,25,,,,1,1,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,0,fucus_distichus,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,5,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,10,fucus_distichus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,15,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,20,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,25,fucus_distichus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,30,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,35,fucus_distichus,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,40,,2,,,,2,2,,1,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,2,45,,,2,,1,,10,,10,1,,,,,1,,,,,,,,,,,,,,10,,,,,
2021-12-03,2021,12,3,3,0,fucus_distichus,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,5,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,10,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,15,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,20,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,25,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,30,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,35,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,40,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,45,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,50,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,55,ulva_fenestrata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,60,ulva_fenestrata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,65,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,70,hildenbrandia_sp,,1,,1,,,,,,,,,,,15,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,3,75,hildenbrandia_sp,,1,,,,,1,,1,,,,1,,10,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,0,fucus_distichus,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,5,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,10,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,15,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,20,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,25,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,30,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,35,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,40,ulva_fenestrata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,4,45,,1,1,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,0,fucus_distichus,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,5,fucus_distichus,10,5,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,10,mastocarpus_sp,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,15,mastocarpus_sp,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,20,mastocarpus_sp,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,25,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,30,ulva_fenestrata,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,35,ulva fenestrata,,,,15,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,40,ulva_fenestrata,5,1,,10,5,,,,,,2,,,,,,,,,,,,,,,,,0,,,,,
2021-12-03,2021,12,3,5,45,ulva_fenestrata,,5,,10,2,2,,,,,5,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,1,0,mastocarpus_sp,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,1,5,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,1,10,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,1,15,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,1,20,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,1,25,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,1,30,fucus_distichus,5,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,1,35,red_filament,,2,,2,10,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,2,0,fucus_distichus,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,2,5,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,2,10,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,2,15,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,2,20,fucus_distichus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,2,25,mastocarpus_sp,1,10,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,2,30,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,2,35,,3,5,,1,5,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,3,0,fucus_distichus,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,3,5,ulva_fenestrata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,3,10,fucus_distichus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,3,15,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,3,20,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,3,25,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,3,30,red_filament,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,3,35,no_seaweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,3,40,red_filament,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,0,fucus_distichus,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,5,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,10,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,15,mastocarous_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,20,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,25,mastocarpus_sp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,30,ulva_fenestrata,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,35,ulva_fenestrata,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,40,red_filament,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-01-15,2022,1,15,4,45,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
