year,month,day,transect_id,distance_along_transect_m,dominant_seaweed,fucus_distichus__brown,saccharina_latissima__brown,nereocystis_luetkeana__brown,alaria_marginata__brown,costaria_costata__brown,laminariales_sp__brown,desmarestia_viridis__brown,desmarestia_herbacea__brown,desmarestia_ligulata__brown,scytosiphon_sp__brown,melanosiphon_intestinalis__brown,petalonia_fascia__brown,sargassum_muticum__brown,elachista_fucicola__brown,brown_filament,ulva_fenestrata__green,ulva_intestinalis__green,ulva_linza__green,ulva_torta__green,cladophora_stimpsonii__green,rhizoclonium_tortuosum__green,ulothrix_speciosa__green,ulva_long__green,green_filament__green,mastocarpus_sp__red,petrocelis_sp__red,pyropia_sp__red,polyneura_latissima__red,chondrachantus_exasperatus__red,mazzaella_splendens__red,prionitis_sternbergii__red,prionitis_filiformis__red,sarcodiotheca_gaudichaudii__red,hildenbrandia_sp__red,cryptosiphonia_woodii__red,polysiphonia_sp__red,hollenbergia_or_scagelia_sp__red,sparlingia_pertusa__red,bonnemaisonia_sp__red,odonthalia_floccosa__red,constantinea_subulifera__red,caulacanthus_ustulatus__red,callophyllis_sp__red,plocamium_sp__red,schizymenia_pacifica__red,crusticorallina_sp__red,neodilsea_borealis__red,lithothamnion_sp__red,pterothamnion_sp__red,crustose_coralline__red,red_filament__red,gracilaria,unknown,orange_crust__sponge
2021,11,5,3,35,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,3,40,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,3,45,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,0,fucus_distichus,50,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,5,mastocarpus_sp,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,10,fucus_distichus,2,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,15,mastocarpus_sp,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,20,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,25,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,30,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,35,ulva_fenestrata,1,0,,,,,,,,,,,,,,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2021,11,5,4,40,ulva_fenestrata,,0,,,,,,,,,,,,,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,45,ulva_fenestrata,,0,,,,,,,,,,,,,,10,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
2021,11,5,4,50,ulva_fenestrata,,0,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,4,55,ulva_fenestrata,,0,,,,,,,,,,,3,,,5,,,,,,,,,2,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,
2021,11,5,5,0,fucus_distichus,10,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,5,5,fucus_distichus,10,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2021,11,5,5,10,mastocarpus_sp,5,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,5,15,mastocarpus_sp,1,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,5,20,mastocarpus_sp,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,5,25,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,5,30,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2021,11,5,5,35,ulva_fenestrata,,0,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,5,5,40,ulva_fenestrata,5,0,,,,,,,,,,,,,,10,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,,
2021,11,5,5,45,ulva_fenestrata,,0,,,,,,,,,,,,,,10,,,,,,,,,5,,,2,,,,,5,,,,,,,,,,,,,,,,,,2,,,
2021,12,3,1,0,fucus_distichus,15,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,1,5,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,1,10,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,1,15,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,1,20,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,1,25,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,1,30,fucus_distichus,5,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,1,35,ulva_fenestrata,,0,,,,,,,,,,,,,,5,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,1,40,,5,0,,,,,,,,,,,,,,1,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,1,45,sargassum_muticum,,0,,,,,,,,,,,25,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,1,
2021,12,3,2,0,fucus_distichus,30,0,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,2,5,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,2,10,fucus_distichus,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,2,15,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,2,20,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,2,25,fucus_distichus,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,2,30,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,2,35,fucus_distichus,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,2,40,,2,0,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,
2021,12,3,2,45,,,10,,,,,,,,,1,,10,,,1,,,,,,,,,2,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,0,fucus_distichus,35,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,5,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,10,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,15,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,20,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,25,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,30,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,35,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,40,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,45,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,50,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,55,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,60,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,65,,,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,70,hildenbrandia_sp,,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,
2021,12,3,3,75,hildenbrandia_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,10,,,,,,,,,,,,,,,,,,,1,
2021,12,3,4,0,fucus_distichus,85,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,5,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,10,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,15,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,20,mastocarpus_sp,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,25,fucus_distichus,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,30,no_seaweed,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,35,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,40,ulva_fenestrata,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,4,45,,1,0,,,,,,,,,,,1,,,1,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,0,fucus_distichus,10,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,5,fucus_distichus,10,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2021,12,3,5,10,mastocarpus_sp,5,0,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,15,mastocarpus_sp,1,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,3,5,20,mastocarpus_sp,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
